OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Denver Nuggets,22500224,1610612746,LA,Clippers,LAC,clippers,117:12,21,47,0.447,1,10,0.1,11,11,1.0,9,16,25,12,2,6,9,12,54,Starters,591.8,118.4,670.1,134.0,-78.3,-15.7,0.683,1.87,20.3,0.273,0.619,0.442,15.306,15.3,0.583,0.628,1.0,0.964,19.5,97.5,81.25,98.0,0.423,22025,1610612746,LAC,LA Clippers,0022500224,2025-11-12,LAC vs. DEN,L,241,116,41,84,0.488,16,37,0.432,18,19,0.947,11,25,36,28,4,7,14,30,-14.0
Dallas Mavericks,22500046,1610612746,LA,Clippers,LAC,clippers,193:17,33,66,0.5,7,24,0.292,27,32,0.844,6,28,34,18,9,6,14,18,100,Starters,532.0,106.4,512.1,102.4,19.9,4.0,0.489,0.96,13.8,0.241,0.678,0.469,18.4,18.4,0.542,0.6,1.0,0.942,20.61,103.03,85.86,125.0,0.537,22025,1610612746,LAC,LA Clippers,0022500046,2025-11-14,LAC @ DAL,W,290,133,45,95,0.474,13,42,0.31,30,36,0.833,7,38,45,22,16,6,20,32,6.0
Boston Celtics,22500233,1610612746,LA,Clippers,LAC,clippers,137:10,26,55,0.473,8,20,0.4,21,23,0.913,4,22,26,13,2,4,8,12,81,Starters,627.7,125.5,643.6,128.7,-16.0,-3.2,0.605,1.64,17.7,0.341,0.6,0.49,14.894,14.9,0.556,0.626,1.0,0.991,18.8,94.0,78.33,94.0,0.503,22025,1610612746,LAC,LA Clippers,0022500233,2025-11-16,LAC @ BOS,L,240,118,38,81,0.469,14,35,0.4,28,30,0.933,10,34,44,23,4,7,13,20,-3.0
Philadelphia 76ers,22500243,1610612746,LA,Clippers,LAC,clippers,155:26,25,62,0.403,6,21,0.286,21,21,1.0,8,21,29,12,4,2,7,16,77,Starters,568.4,113.7,578.9,115.8,-10.5,-2.1,0.514,1.8,14.4,0.231,0.712,0.471,10.526,10.5,0.471,0.546,1.0,0.991,19.0,95.0,79.17,95.0,0.455,22025,1610612746,LAC,LA Clippers,0022500243,2025-11-17,LAC @ PHI,L,239,108,35,87,0.402,12,39,0.308,26,27,0.963,8,37,45,18,6,3,10,26,-2.0
Orlando Magic,22500264,1610612746,LA,Clippers,LAC,clippers,138:10,23,53,0.434,6,17,0.353,12,15,0.8,6,27,33,11,4,3,13,10,64,Starters,481.0,96.2,614.3,122.9,-133.3,-26.7,0.556,0.95,14.4,0.278,0.7,0.481,20.0,20.0,0.483,0.519,1.0,0.992,21.0,105.0,87.5,105.0,0.336,22025,1610612746,LAC,LA Clippers,0022500264,2025-11-20,LAC @ ORL,L,242,101,36,89,0.404,14,36,0.389,15,19,0.789,10,33,43,20,7,6,21,20,-28.0
Charlotte Hornets,22500268,1610612746,LA,Clippers,LAC,clippers,147:56,36,60,0.6,12,24,0.5,16,19,0.842,5,17,22,21,4,1,3,10,100,Starters,675.3,135.1,604.2,120.8,71.1,14.2,0.652,3.0,20.8,0.391,0.696,0.543,10.309,10.3,0.617,0.651,1.0,0.939,19.3,96.5,80.42,97.0,0.561,22025,1610612746,LAC,LA Clippers,0022500268,2025-11-22,LAC @ CHA,W,240,131,46,90,0.511,19,43,0.442,20,24,0.833,11,30,41,30,8,2,8,19,15.0
Cleveland Cavaliers,22500278,1610612746,LA,Clippers,LAC,clippers,144:49,30,62,0.484,4,15,0.267,22,24,0.917,10,20,30,14,5,2,10,12,86,Starters,546.9,109.4,618.6,123.7,-71.7,-14.3,0.622,1.44,17.6,0.267,0.674,0.473,16.667,16.7,0.513,0.574,1.0,0.981,19.3,96.5,80.42,96.0,0.446,22025,1610612746,LAC,LA Clippers,0022500278,2025-11-23,LAC @ CLE,L,242,105,37,80,0.463,8,26,0.308,23,26,0.885,12,28,40,23,6,2,15,17,-15.0
Los Angeles Lakers,22500059,1610612746,LA,Clippers,LAC,clippers,165:35,34,68,0.5,11,29,0.379,16,18,0.889,7,18,25,20,5,2,12,15,95,Starters,621.1,124.2,695.9,139.2,-74.8,-15.0,0.571,1.5,18.2,0.325,0.571,0.451,16.842,16.8,0.599,0.644,1.0,0.981,19.2,96.0,80.0,95.0,0.418,22025,1610612746,LAC,LA Clippers,0022500059,2025-11-25,LAC @ LAL,L,241,118,42,81,0.519,13,35,0.371,21,24,0.875,7,22,29,24,7,2,14,22,-17.0
Memphis Grizzlies,22500079,1610612746,LA,Clippers,LAC,clippers,171:01,33,74,0.446,9,29,0.31,17,18,0.944,8,28,36,17,8,3,11,13,92,Starters,545.9,109.2,565.7,113.1,-19.7,-3.9,0.5,1.46,14.6,0.25,0.635,0.442,13.265,13.3,0.494,0.545,1.0,0.991,19.7,98.5,82.08,98.0,0.469,22025,1610612746,LAC,LA Clippers,0022500079,2025-11-28,LAC vs. MEM,L,239,107,38,89,0.427,12,38,0.316,19,21,0.905,8,31,39,19,13,5,13,21,-5.0
Dallas Mavericks,22500300,1610612746,LA,Clippers,LAC,clippers,172:27,35,66,0.53,6,16,0.375,29,31,0.935,2,32,34,21,3,5,13,13,105,Starters,523.8,104.8,548.1,109.6,-24.3,-4.9,0.676,1.39,17.7,0.244,0.846,0.567,17.143,17.1,0.506,0.587,1.0,0.957,20.9,104.5,87.08,105.0,0.496,22025,1610612746,LAC,LA Clippers,0022500300,2025-11-29,LAC vs. DAL,L,240,110,37,80,0.463,7,25,0.28,29,31,0.935,5,41,46,25,5,6,18,21,-4.0
Miami Heat,22500313,1610612746,LA,Clippers,LAC,clippers,131:48,29,59,0.492,5,15,0.333,22,27,0.815,10,22,32,14,5,1,7,3,85,Starters,580.2,116.0,660.4,132.1,-80.2,-16.0,0.535,1.77,15.6,0.316,0.714,0.5,12.264,12.3,0.495,0.552,1.0,0.976,21.2,106.0,88.33,106.0,0.437,22025,1610612746,LAC,LA Clippers,0022500313,2025-12-01,LAC @ MIA,L,241,123,43,96,0.448,9,29,0.31,28,35,0.8,13,33,46,23,8,3,11,10,-17.0
Atlanta Hawks,22500327,1610612746,LA,Clippers,LAC,clippers,157:53,34,72,0.472,6,25,0.24,11,12,0.917,9,27,36,22,9,1,8,9,85,Starters,592.8,118.6,479.2,95.8,113.6,22.7,0.659,2.42,20.4,0.333,0.792,0.574,12.371,12.4,0.551,0.588,1.0,0.965,19.3,96.5,80.42,97.0,0.646,22025,1610612746,LAC,LA Clippers,0022500327,2025-12-03,LAC @ ATL,W,241,115,44,89,0.494,10,32,0.313,17,20,0.85,13,41,54,29,12,1,12,18,23.0
Memphis Grizzlies,22500347,1610612746,LA,Clippers,LAC,clippers,150:45,26,57,0.456,7,24,0.292,9,10,0.9,2,19,21,17,5,2,11,12,68,Starters,500.0,100.0,545.9,109.2,-45.9,-9.2,0.629,1.29,17.2,0.17,0.846,0.477,17.347,17.3,0.525,0.56,1.0,0.972,19.6,98.0,81.67,98.0,0.429,22025,1610612746,LAC,LA Clippers,0022500347,2025-12-05,LAC @ MEM,L,241,98,35,80,0.438,14,44,0.318,14,17,0.824,5,32,37,22,11,2,16,18,-9.0
Minnesota Timberwolves,22500355,1610612746,LA,Clippers,LAC,clippers,174:41,33,67,0.493,6,17,0.353,17,25,0.68,9,20,29,14,8,2,8,14,89,Starters,576.1,115.2,605.6,121.1,-29.5,-5.9,0.4,1.45,12.8,0.354,0.8,0.542,11.957,12.0,0.524,0.552,1.0,0.954,18.2,91.0,75.83,92.0,0.414,22025,1610612746,LAC,LA Clippers,0022500355,2025-12-06,LAC @ MIN,L,240,106,40,85,0.471,9,29,0.31,17,25,0.68,10,25,35,16,8,3,10,28,-3.0
Houston Rockets,22501205,1610612746,LA,Clippers,LAC,clippers,165:03,35,68,0.515,10,30,0.333,17,22,0.773,7,13,20,20,13,3,11,14,97,Starters,594.7,118.9,599.0,119.8,-4.2,-0.8,0.641,1.67,19.4,0.214,0.462,0.351,15.789,15.8,0.59,0.632,1.0,0.99,19.1,95.5,79.58,95.0,0.513,22025,1610612746,LAC,LA Clippers,0022501205,2025-12-11,LAC @ HOU,L,240,113,39,78,0.5,14,38,0.368,21,26,0.808,8,20,28,25,15,5,15,20,-2.0
Memphis Grizzlies,22501226,1610612746,LA,Clippers,LAC,clippers,153:54,27,54,0.5,8,19,0.421,5,8,0.625,6,17,23,17,4,2,12,12,67,Starters,565.9,113.2,657.6,131.5,-91.7,-18.3,0.703,1.37,19.1,0.422,0.643,0.529,20.879,20.9,0.544,0.574,1.0,0.982,18.3,91.5,76.25,91.0,0.41,22025,1610612746,LAC,LA Clippers,0022501226,2025-12-15,LAC vs. MEM,L,241,103,37,80,0.463,13,36,0.361,16,22,0.727,13,26,39,26,4,2,18,15,-18.0
Oklahoma City Thunder,22500369,1610612746,LA,Clippers,LAC,clippers,148:04,30,57,0.526,6,21,0.286,15,18,0.833,5,25,30,16,2,3,15,13,81,Starters,472.0,94.4,570.1,114.0,-98.1,-19.6,0.676,0.86,17.4,0.279,0.8,0.571,27.103,27.1,0.553,0.589,1.0,0.966,21.4,107.0,89.17,107.0,0.43,22025,1610612746,LAC,LA Clippers,0022500369,2025-12-18,LAC @ OKC,L,239,101,37,76,0.487,10,32,0.313,17,22,0.773,9,40,49,25,6,7,28,17,-21.0
Los Angeles Lakers,22500395,1610612746,LA,Clippers,LAC,clippers,156:51,26,61,0.426,12,30,0.4,19,20,0.95,13,23,36,18,8,4,10,12,83,Starters,553.8,110.8,478.3,95.7,75.5,15.1,0.647,1.16,16.9,0.348,0.724,0.558,20.43,20.4,0.525,0.58,1.0,0.954,18.5,92.5,77.08,93.0,0.615,22025,1610612746,LAC,LA Clippers,0022500395,2025-12-20,LAC vs. LAL,W,241,103,34,80,0.425,16,43,0.372,19,20,0.95,13,35,48,22,8,6,16,23,15.0
Houston Rockets,22500422,1610612746,LA,Clippers,LAC,clippers,153:53,33,58,0.569,14,27,0.519,19,21,0.905,4,23,27,22,5,4,6,10,99,Starters,711.1,142.2,600.0,120.0,111.1,22.2,0.595,2.5,20.2,0.25,0.652,0.476,11.111,11.1,0.675,0.72,1.0,0.97,18.0,90.0,75.0,90.0,0.571,22025,1610612746,LAC,LA Clippers,0022500422,2025-12-23,LAC vs. HOU,W,238,128,42,77,0.545,20,37,0.541,24,27,0.889,6,28,34,25,7,4,8,19,20.0
Portland Trail Blazers,22500431,1610612746,LA,Clippers,LAC,clippers,165:28,31,61,0.508,17,35,0.486,29,30,0.967,2,19,21,18,5,3,11,9,108,Starters,661.1,132.2,559.8,112.0,101.3,20.3,0.6,1.62,18.1,0.143,0.638,0.427,14.444,14.4,0.652,0.72,1.0,0.989,18.2,91.0,75.83,90.0,0.572,22025,1610612746,LAC,LA Clippers,0022500431,2025-12-26,LAC @ POR,W,240,119,35,69,0.507,20,40,0.5,29,31,0.935,4,28,32,21,6,5,12,18,16.0
Detroit Pistons,22500445,1610612746,LA,Clippers,LAC,clippers,176:10,33,68,0.485,14,33,0.424,27,28,0.964,6,21,27,15,10,5,8,13,107,Starters,602.2,120.4,538.0,107.6,64.1,12.8,0.514,1.5,14.8,0.25,0.653,0.462,12.903,12.9,0.56,0.638,1.0,0.923,18.5,92.5,77.08,93.0,0.543,22025,1610612746,LAC,LA Clippers,0022500445,2025-12-28,LAC vs. DET,W,239,112,35,75,0.467,14,34,0.412,28,29,0.966,8,27,35,18,12,6,10,26,13.0
Sacramento Kings,22500461,1610612746,LA,Clippers,LAC,clippers,128:25,29,58,0.5,12,27,0.444,18,21,0.857,7,18,25,15,8,5,2,6,88,Starters,689.5,137.9,478.7,95.7,210.8,42.2,0.63,7.25,20.6,0.37,0.694,0.537,4.211,4.2,0.589,0.629,1.0,0.964,18.9,94.5,78.75,95.0,0.716,22025,1610612746,LAC,LA Clippers,0022500461,2025-12-30,LAC vs. SAC,W,240,131,46,90,0.511,14,38,0.368,25,32,0.781,11,31,42,29,13,9,3,14,41.0
Utah Jazz,22500475,1610612746,LA,Clippers,LAC,clippers,132:14,25,62,0.403,8,37,0.216,20,24,0.833,6,19,25,13,6,4,6,10,78,Starters,602.0,120.4,515.3,103.1,86.7,17.3,0.5,1.54,14.6,0.373,0.739,0.546,13.265,13.3,0.539,0.587,1.0,0.966,19.6,98.0,81.67,98.0,0.576,22025,1610612746,LAC,LA Clippers,0022500475,2026-01-01,LAC vs. UTA,W,238,118,40,89,0.449,16,51,0.314,22,26,0.846,16,31,47,20,8,7,12,22,17.0
