OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Memphis Grizzlies,22500428,1610612749,Milwaukee,Bucks,MIL,bucks,160:36,25,63,0.397,10,31,0.323,14,18,0.778,12,21,33,12,8,2,15,13,74,Starters,514.9,103.0,625.0,125.0,-110.1,-22.0,0.5,0.82,13.1,0.352,0.717,0.52,21.782,21.8,0.512,0.55,1.0,0.975,20.1,100.5,83.75,101.0,0.367,22025,1610612749,MIL,Milwaukee Bucks,0022500428,2025-12-26,MIL @ MEM,L,239,104,36,84,0.429,14,39,0.359,18,24,0.75,15,33,48,18,11,2,22,25,-21.0
Chicago Bulls,22500437,1610612749,Milwaukee,Bucks,MIL,bucks,154:05,26,55,0.473,10,28,0.357,14,18,0.778,5,23,28,17,9,2,7,11,76,Starters,583.3,116.7,525.5,105.1,57.8,11.6,0.55,1.83,16.7,0.275,0.627,0.464,12.5,12.5,0.541,0.58,1.0,0.982,19.4,97.0,80.83,96.0,0.55,22025,1610612749,MIL,Milwaukee Bucks,0022500437,2025-12-27,MIL @ CHI,W,240,112,40,86,0.465,13,36,0.361,19,24,0.792,11,36,47,22,12,3,10,16,9.0
Charlotte Hornets,22500447,1610612749,Milwaukee,Bucks,MIL,bucks,151:14,29,57,0.509,7,18,0.389,15,18,0.833,4,17,21,25,6,5,6,10,80,Starters,647.4,129.5,607.5,121.5,39.8,8.0,0.659,3.22,21.5,0.286,0.611,0.469,9.474,9.5,0.619,0.656,1.0,0.962,18.8,94.0,78.33,95.0,0.564,22025,1610612749,MIL,Milwaukee Bucks,0022500447,2025-12-29,MIL @ CHA,W,240,123,44,84,0.524,16,34,0.471,19,22,0.864,5,26,31,29,9,5,8,17,10.0
Washington Wizards,22500469,1610612749,Milwaukee,Bucks,MIL,bucks,172:03,33,69,0.478,12,29,0.414,12,18,0.667,8,29,37,19,2,5,12,9,90,Starters,570.7,114.1,581.6,116.3,-10.9,-2.2,0.585,1.6,17.0,0.346,0.714,0.537,15.152,15.2,0.551,0.573,1.0,0.974,19.7,98.5,82.08,99.0,0.486,22025,1610612749,MIL,Milwaukee Bucks,0022500469,2025-12-31,MIL vs. WAS,L,238,113,41,89,0.461,16,39,0.41,15,22,0.682,11,37,48,24,2,6,15,14,-1.0
Charlotte Hornets,22500481,1610612749,Milwaukee,Bucks,MIL,bucks,165:55,30,62,0.484,9,23,0.391,13,15,0.867,5,17,22,28,7,3,6,13,82,Starters,628.9,125.8,623.7,124.7,5.2,1.0,0.689,2.82,22.3,0.256,0.711,0.489,11.34,11.3,0.609,0.643,1.0,0.972,19.4,97.0,80.83,97.0,0.512,22025,1610612749,MIL,Milwaukee Bucks,0022500481,2026-01-02,MIL vs. CHA,W,239,122,45,87,0.517,16,37,0.432,16,18,0.889,8,28,36,31,7,4,11,23,1.0
Sacramento Kings,22500500,1610612749,Milwaukee,Bucks,MIL,bucks,168:41,30,62,0.484,6,22,0.273,24,26,0.923,8,23,31,15,4,2,11,15,90,Starters,586.7,117.3,500.0,100.0,86.7,17.3,0.59,1.77,16.9,0.3,0.8,0.55,13.265,13.3,0.506,0.574,1.0,0.982,19.6,98.0,81.67,98.0,0.56,22025,1610612749,MIL,Milwaukee Bucks,0022500500,2026-01-04,MIL @ SAC,W,241,115,39,87,0.448,10,37,0.27,27,30,0.9,12,36,48,23,4,2,13,21,17.0
Golden State Warriors,22500526,1610612749,Milwaukee,Bucks,MIL,bucks,160:45,37,63,0.587,10,22,0.455,5,10,0.5,3,22,25,23,2,1,11,13,89,Starters,594.7,118.9,618.6,123.7,-23.8,-4.8,0.63,2.42,22.3,0.143,0.688,0.433,12.632,12.6,0.624,0.626,1.0,1.0,19.2,96.0,80.0,95.0,0.474,22025,1610612749,MIL,Milwaukee Bucks,0022500526,2026-01-07,MIL @ GSW,L,241,113,46,85,0.541,14,32,0.438,7,12,0.583,5,31,36,29,3,3,12,15,-7.0
Los Angeles Lakers,22500541,1610612749,Milwaukee,Bucks,MIL,bucks,159:27,25,51,0.49,7,20,0.35,15,20,0.75,9,16,25,15,8,3,13,12,72,Starters,564.5,112.9,531.6,106.3,32.9,6.6,0.605,1.35,17.8,0.302,0.636,0.49,18.28,18.3,0.557,0.592,1.0,0.991,18.8,94.0,78.33,93.0,0.538,22025,1610612749,MIL,Milwaukee Bucks,0022500541,2026-01-09,MIL @ LAL,W,239,105,38,79,0.481,12,34,0.353,17,22,0.773,12,32,44,23,10,3,16,16,4.0
Denver Nuggets,22500554,1610612749,Milwaukee,Bucks,MIL,bucks,167:11,25,59,0.424,9,25,0.36,14,19,0.737,8,25,33,26,4,5,9,12,73,Starters,541.7,108.3,580.6,116.1,-39.0,-7.8,0.763,2.64,20.9,0.275,0.709,0.5,11.458,11.5,0.529,0.554,1.0,0.936,18.9,94.5,78.75,96.0,0.504,22025,1610612749,MIL,Milwaukee Bucks,0022500554,2026-01-11,MIL @ DEN,L,240,104,38,85,0.447,14,34,0.412,14,20,0.7,10,34,44,29,5,6,9,19,-4.0
Minnesota Timberwolves,22500566,1610612749,Milwaukee,Bucks,MIL,bucks,144:34,28,59,0.475,8,23,0.348,8,16,0.5,5,21,26,19,6,2,13,8,72,Starters,524.8,105.0,674.8,135.0,-150.0,-30.0,0.707,1.45,20.4,0.245,0.634,0.422,19.802,19.8,0.559,0.568,1.0,0.991,20.4,102.0,85.0,101.0,0.374,22025,1610612749,MIL,Milwaukee Bucks,0022500566,2026-01-13,MIL vs. MIN,L,240,106,41,85,0.482,13,36,0.361,11,19,0.579,9,23,32,29,12,4,19,14,-33.0
San Antonio Spurs,22500582,1610612749,Milwaukee,Bucks,MIL,bucks,108:56,13,40,0.325,5,18,0.278,7,11,0.636,6,10,16,14,3,1,5,12,38,Starters,515.3,103.1,601.0,120.2,-85.7,-17.1,0.706,1.85,17.9,0.25,0.769,0.463,13.265,13.3,0.489,0.522,1.0,0.982,19.7,98.5,82.08,98.0,0.37,22025,1610612749,MIL,Milwaukee Bucks,0022500582,2026-01-15,MIL @ SAS,L,239,101,34,87,0.391,17,48,0.354,16,22,0.727,10,27,37,24,6,3,13,21,-18.0
Atlanta Hawks,22500014,1610612749,Milwaukee,Bucks,MIL,bucks,158:23,27,55,0.491,12,27,0.444,11,18,0.611,3,29,32,12,3,4,10,14,77,Starters,543.7,108.7,539.2,107.8,4.5,0.9,0.615,1.85,18.2,0.116,0.717,0.466,12.621,12.6,0.595,0.622,1.0,0.963,20.5,102.5,85.42,103.0,0.507,22025,1610612749,MIL,Milwaukee Bucks,0022500014,2026-01-19,MIL @ ATL,W,242,112,39,79,0.494,16,36,0.444,18,25,0.72,4,43,47,24,8,6,13,20,2.0
