OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Detroit Pistons,22500214,1610612741,Chicago,Bulls,CHI,bulls,148:40,28,54,0.519,4,15,0.267,13,18,0.722,6,22,28,14,5,5,12,11,73,Starters,533.0,106.6,590.5,118.1,-57.5,-11.5,0.512,1.0,14.5,0.353,0.744,0.532,19.811,19.8,0.547,0.575,1.0,0.968,21.1,105.5,87.92,106.0,0.439,22025,1610612741,CHI,Chicago Bulls,0022500214,2025-11-12,CHI @ DET,L,239,113,41,86,0.477,12,33,0.364,19,28,0.679,12,32,44,21,11,6,21,18,-11.0
Utah Jazz,22500240,1610612741,Chicago,Bulls,CHI,bulls,189:49,28,66,0.424,8,25,0.32,12,14,0.857,9,36,45,21,5,9,8,18,76,Starters,583.3,116.7,600.0,120.0,-16.7,-3.3,0.776,2.24,21.1,0.279,0.768,0.538,13.492,13.5,0.542,0.602,1.0,0.972,20.77,103.86,86.55,126.0,0.514,22025,1610612741,CHI,Chicago Bulls,0022500240,2025-11-16,CHI @ UTA,L,289,147,49,108,0.454,19,50,0.38,30,32,0.938,12,48,60,38,7,10,17,29,-3.0
Denver Nuggets,22500248,1610612741,Chicago,Bulls,CHI,bulls,132:21,24,54,0.444,8,26,0.308,8,11,0.727,8,22,30,16,1,3,5,9,64,Starters,625.0,125.0,599.1,119.8,25.9,5.2,0.646,3.44,20.7,0.268,0.727,0.495,8.654,8.7,0.564,0.589,1.0,0.992,21.0,105.0,87.5,104.0,0.507,22025,1610612741,CHI,Chicago Bulls,0022500248,2025-11-17,CHI @ DEN,W,240,130,48,102,0.471,19,53,0.358,15,19,0.789,13,40,53,31,5,4,9,18,3.0
Portland Trail Blazers,22500263,1610612741,Chicago,Bulls,CHI,bulls,131:27,24,48,0.5,11,24,0.458,3,4,0.75,1,20,21,21,3,5,10,14,62,Starters,575.5,115.1,560.2,112.0,15.3,3.1,0.783,2.25,23.7,0.185,0.485,0.352,15.094,15.1,0.589,0.597,1.0,1.0,21.4,107.0,89.17,106.0,0.51,22025,1610612741,CHI,Chicago Bulls,0022500263,2025-11-19,CHI @ POR,W,241,122,46,96,0.479,21,49,0.429,9,14,0.643,7,31,38,36,10,9,16,26,1.0
Miami Heat,22500051,1610612741,Chicago,Bulls,CHI,bulls,120:02,23,52,0.442,5,16,0.313,12,18,0.667,6,17,23,17,1,4,9,8,63,Starters,486.4,97.3,662.0,132.4,-175.7,-35.1,0.703,1.44,17.6,0.263,0.638,0.452,16.364,16.4,0.478,0.523,1.0,0.992,21.8,109.0,90.83,110.0,0.338,22025,1610612741,CHI,Chicago Bulls,0022500051,2025-11-21,CHI vs. MIA,L,240,107,37,90,0.411,12,43,0.279,21,28,0.75,8,31,39,26,5,13,18,27,-36.0
Washington Wizards,22500271,1610612741,Chicago,Bulls,CHI,bulls,150:52,29,68,0.426,10,31,0.323,19,24,0.792,11,27,38,21,4,4,8,8,87,Starters,570.8,114.2,571.4,114.3,-0.7,-0.1,0.619,2.6,17.1,0.328,0.727,0.517,9.434,9.4,0.48,0.534,1.0,0.976,21.1,105.5,87.92,106.0,0.488,22025,1610612741,CHI,Chicago Bulls,0022500271,2025-11-22,CHI vs. WAS,W,239,121,42,100,0.42,12,44,0.273,25,30,0.833,17,37,54,26,5,5,10,15,1.0
New Orleans Pelicans,22500289,1610612741,Chicago,Bulls,CHI,bulls,151:09,30,60,0.5,13,36,0.361,16,21,0.762,1,21,22,15,1,2,14,11,89,Starters,585.6,117.1,656.0,131.2,-70.4,-14.1,0.674,1.71,19.9,0.159,0.536,0.37,15.315,15.3,0.646,0.677,1.0,0.974,22.0,110.0,91.67,111.0,0.45,22025,1610612741,CHI,Chicago Bulls,0022500289,2025-11-24,CHI @ NOP,L,239,130,43,82,0.524,20,50,0.4,24,32,0.75,4,29,33,29,4,3,17,21,-13.0
Charlotte Hornets,22500071,1610612741,Chicago,Bulls,CHI,bulls,147:35,32,66,0.485,6,27,0.222,12,16,0.75,5,26,31,23,3,0,4,11,82,Starters,547.2,109.4,574.8,115.0,-27.6,-5.5,0.674,2.82,20.8,0.245,0.704,0.477,10.377,10.4,0.515,0.548,1.0,0.983,21.3,106.5,88.75,106.0,0.494,22025,1610612741,CHI,Chicago Bulls,0022500071,2025-11-28,CHI @ CHA,L,240,116,46,97,0.474,8,36,0.222,16,20,0.8,10,34,44,31,8,1,10,18,-7.0
Indiana Pacers,22500295,1610612741,Chicago,Bulls,CHI,bulls,164:53,27,63,0.429,12,29,0.414,5,11,0.455,8,29,37,20,3,3,9,9,71,Starters,505.0,101.0,525.5,105.1,-20.5,-4.1,0.615,1.85,17.4,0.255,0.816,0.519,13.0,13.0,0.529,0.537,1.0,0.939,19.8,99.0,82.5,100.0,0.471,22025,1610612741,CHI,Chicago Bulls,0022500295,2025-11-29,CHI @ IND,L,240,101,39,87,0.448,14,34,0.412,9,16,0.563,8,37,45,24,5,3,13,14,-2.0
Orlando Magic,22500314,1610612741,Chicago,Bulls,CHI,bulls,148:11,30,59,0.508,10,23,0.435,11,15,0.733,7,22,29,22,8,4,14,14,81,Starters,560.7,112.1,584.1,116.8,-23.4,-4.7,0.682,1.43,20.0,0.271,0.688,0.479,19.626,19.6,0.591,0.614,1.0,0.975,21.4,107.0,89.17,107.0,0.46,22025,1610612741,CHI,Chicago Bulls,0022500314,2025-12-01,CHI @ ORL,L,242,120,44,88,0.5,16,37,0.432,16,22,0.727,10,33,43,30,9,4,20,23,-5.0
