OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Golden State Warriors,22500556,1610612737,Atlanta,Hawks,ATL,hawks,152:03,30,60,0.5,8,21,0.381,13,19,0.684,10,27,37,25,7,3,6,15,81,Starters,613.9,122.8,544.1,108.8,69.7,13.9,0.717,3.67,22.3,0.275,0.74,0.505,8.911,8.9,0.569,0.59,1.0,0.974,20.3,101.5,84.58,101.0,0.552,22025,1610612737,ATL,Atlanta Hawks,0022500556,2026-01-11,ATL @ GSW,W,240,124,46,94,0.489,15,39,0.385,17,25,0.68,11,35,46,33,9,4,7,21,13.0
Los Angeles Lakers,22500569,1610612737,Atlanta,Hawks,ATL,hawks,151:06,26,58,0.448,7,26,0.269,6,7,0.857,8,17,25,22,4,1,2,15,65,Starters,574.3,114.9,691.2,138.2,-116.9,-23.4,0.667,5.0,20.5,0.263,0.632,0.411,5.941,5.9,0.515,0.537,1.0,0.983,20.3,101.5,84.58,101.0,0.386,22025,1610612737,ATL,Atlanta Hawks,0022500569,2026-01-13,ATL @ LAL,L,239,116,45,100,0.45,13,46,0.283,13,18,0.722,12,20,32,30,11,1,6,23,-25.0
Portland Trail Blazers,22500585,1610612737,Atlanta,Hawks,ATL,hawks,158:16,24,50,0.48,9,26,0.346,10,11,0.909,5,27,32,17,5,2,14,12,67,Starters,485.6,97.1,562.5,112.5,-76.9,-15.4,0.657,1.15,16.9,0.208,0.667,0.451,19.231,19.2,0.519,0.557,1.0,0.965,20.8,104.0,86.67,104.0,0.423,22025,1610612737,ATL,Atlanta Hawks,0022500585,2026-01-15,ATL @ POR,L,240,101,35,81,0.432,14,44,0.318,17,22,0.773,7,33,40,23,10,4,18,19,-16.0
Boston Celtics,22500594,1610612737,Atlanta,Hawks,ATL,hawks,143:08,23,64,0.359,10,30,0.333,9,11,0.818,6,19,25,18,4,3,10,9,65,Starters,504.8,101.0,628.6,125.7,-123.8,-24.8,0.763,2.42,19.2,0.266,0.714,0.46,11.429,11.4,0.446,0.484,1.0,0.975,21.0,105.0,87.5,105.0,0.4,22025,1610612737,ATL,Atlanta Hawks,0022500594,2026-01-17,ATL vs. BOS,L,240,106,38,102,0.373,15,46,0.326,15,17,0.882,13,34,47,29,10,4,11,17,-26.0
Milwaukee Bucks,22500014,1610612737,Atlanta,Hawks,ATL,hawks,162:57,29,70,0.414,10,30,0.333,15,18,0.833,12,30,42,27,7,4,6,14,83,Starters,539.2,107.8,543.7,108.7,-4.5,-0.9,0.846,3.3,21.7,0.283,0.884,0.534,9.804,9.8,0.469,0.516,1.0,0.983,20.5,102.5,85.42,102.0,0.493,22025,1610612737,ATL,Atlanta Hawks,0022500014,2026-01-19,ATL vs. MIL,L,239,110,39,96,0.406,12,42,0.286,20,24,0.833,14,37,51,33,9,6,10,19,-2.0
Memphis Grizzlies,22500623,1610612737,Atlanta,Hawks,ATL,hawks,148:58,23,56,0.411,10,27,0.37,16,19,0.842,8,26,34,23,4,4,14,12,72,Starters,590.5,118.1,586.5,117.3,3.9,0.8,0.791,2.0,21.8,0.346,0.635,0.49,16.19,16.2,0.576,0.605,1.0,0.959,20.9,104.5,87.08,105.0,0.522,22025,1610612737,ATL,Atlanta Hawks,0022500623,2026-01-21,ATL @ MEM,W,240,124,43,92,0.467,20,45,0.444,18,24,0.75,11,31,42,34,9,6,16,24,2.0
Phoenix Suns,22500636,1610612737,Atlanta,Hawks,ATL,hawks,161:41,30,59,0.508,8,17,0.471,9,12,0.75,7,27,34,22,4,1,15,8,77,Starters,544.6,108.9,509.9,102.0,34.7,6.9,0.651,1.33,20.1,0.238,0.755,0.526,20.792,20.8,0.611,0.625,1.0,0.982,20.2,101.0,84.17,101.0,0.524,22025,1610612737,ATL,Atlanta Hawks,0022500636,2026-01-23,ATL vs. PHX,W,238,110,43,81,0.531,13,26,0.5,11,16,0.688,9,39,48,28,5,3,21,13,7.0
Indiana Pacers,22500659,1610612737,Atlanta,Hawks,ATL,hawks,151:14,27,68,0.397,9,30,0.3,14,15,0.933,5,20,25,23,8,4,11,10,77,Starters,594.6,118.9,532.1,106.4,62.5,12.5,0.714,2.5,21.9,0.275,0.769,0.524,12.613,12.6,0.592,0.626,1.0,0.96,22.0,110.0,91.67,111.0,0.547,22025,1610612737,ATL,Atlanta Hawks,0022500659,2026-01-26,ATL vs. IND,W,240,132,49,98,0.5,18,43,0.419,16,17,0.941,9,37,46,35,11,9,14,20,16.0
Boston Celtics,22500673,1610612737,Atlanta,Hawks,ATL,hawks,147:56,31,63,0.492,14,29,0.483,9,12,0.75,6,23,29,23,10,2,8,11,85,Starters,603.1,120.6,552.1,110.4,51.0,10.2,0.644,3.22,21.0,0.245,0.647,0.45,9.278,9.3,0.581,0.593,1.0,0.972,19.3,96.5,80.42,97.0,0.532,22025,1610612737,ATL,Atlanta Hawks,0022500673,2026-01-28,ATL @ BOS,W,240,117,45,93,0.484,18,42,0.429,9,13,0.692,10,28,38,29,11,2,9,19,11.0
Houston Rockets,22500682,1610612737,Atlanta,Hawks,ATL,hawks,149:59,22,55,0.4,6,21,0.286,6,7,0.857,7,17,24,13,7,2,8,13,56,Starters,477.8,95.6,571.4,114.3,-93.7,-18.7,0.559,1.58,14.8,0.317,0.552,0.432,13.333,13.3,0.43,0.448,1.0,0.991,18.1,90.5,75.42,90.0,0.378,22025,1610612737,ATL,Atlanta Hawks,0022500682,2026-01-29,ATL vs. HOU,L,240,86,34,93,0.366,12,39,0.308,6,7,0.857,14,32,46,19,7,5,12,16,-18.0
Indiana Pacers,22500698,1610612737,Atlanta,Hawks,ATL,hawks,153:56,30,67,0.448,7,17,0.412,17,23,0.739,9,20,29,22,10,2,8,13,84,Starters,568.8,113.8,597.2,119.4,-28.4,-5.7,0.543,2.5,17.1,0.255,0.69,0.443,9.174,9.2,0.531,0.567,1.0,0.983,21.7,108.5,90.42,109.0,0.469,22025,1610612737,ATL,Atlanta Hawks,0022500698,2026-01-31,ATL @ IND,L,239,124,46,97,0.474,11,28,0.393,21,28,0.75,10,29,39,25,11,2,10,18,-5.0
Miami Heat,22500720,1610612737,Atlanta,Hawks,ATL,hawks,123:14,24,55,0.436,7,24,0.292,4,8,0.5,2,24,26,25,3,0,5,12,59,Starters,604.0,120.8,514.7,102.9,89.3,17.9,0.702,4.13,22.9,0.196,0.724,0.477,7.921,7.9,0.594,0.6,1.0,0.991,21.54,107.71,89.76,101.0,0.562,22025,1610612737,ATL,Atlanta Hawks,0022500720,2026-02-03,ATL @ MIA,W,240,127,49,101,0.485,21,50,0.42,8,13,0.615,8,39,47,34,7,2,9,22,12.0
Utah Jazz,22500735,1610612737,Atlanta,Hawks,ATL,hawks,157:42,33,68,0.485,6,22,0.273,10,14,0.714,15,26,41,31,3,6,9,11,82,Starters,611.1,122.2,601.0,120.2,10.1,2.0,0.708,3.4,22.2,0.377,0.579,0.482,10.101,10.1,0.531,0.56,1.0,0.983,19.8,99.0,82.5,99.0,0.568,22025,1610612737,ATL,Atlanta Hawks,0022500735,2026-02-05,ATL vs. UTA,W,241,121,48,98,0.49,8,35,0.229,17,23,0.739,19,31,50,34,3,10,10,18,2.0
Charlotte Hornets,22500751,1610612737,Atlanta,Hawks,ATL,hawks,162:57,31,67,0.463,12,25,0.48,15,17,0.882,3,23,26,23,6,6,5,14,89,Starters,613.4,122.7,649.5,129.9,-36.1,-7.2,0.698,3.0,21.9,0.222,0.571,0.404,10.309,10.3,0.591,0.623,1.0,0.981,19.4,97.0,80.83,97.0,0.474,22025,1610612737,ATL,Atlanta Hawks,0022500751,2026-02-07,ATL vs. CHA,L,239,119,43,88,0.489,18,37,0.486,15,17,0.882,5,25,30,30,9,6,10,20,-7.0
Minnesota Timberwolves,0022500765,1610612737,Atlanta,Hawks,ATL,hawks,146:53,27,67,0.403,11,30,0.367,15,20,0.75,5,21,26,12,9,0,15,14,80,Starters,532.1,106.4,638.9,127.8,-106.8,-21.4,0.5,1.05,13.2,0.381,0.81,0.552,17.431,17.4,0.475,0.521,1.0,0.97,21.7,108.5,90.42,109.0,0.365,22025,1610612737,ATL,Atlanta Hawks,0022500765,2026-02-09,ATL @ MIN,L,240,116,40,99,0.404,14,45,0.311,22,28,0.786,17,30,47,20,12,1,18,19,-22.0
