OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Golden State Warriors,0022500484,1610612760,Oklahoma City,Thunder,OKC,thunder,115:11,25,48,0.521,7,15,0.467,13,13,1.0,4,24,28,14,4,4,6,8,70,Starters,629.8,126.0,451.9,90.4,177.9,35.6,0.708,2.43,22.5,0.295,0.75,0.558,13.462,13.5,0.609,0.653,1.0,0.974,20.8,104.0,86.67,104.0,0.692,22025,1610612760,OKC,Oklahoma City Thunder,0022500484,2026-01-02,OKC @ GSW,W,240,131,48,92,0.522,16,38,0.421,19,19,1.0,9,42,51,34,10,5,13,21,37.0
Phoenix Suns,0022500499,1610612760,Oklahoma City,Thunder,OKC,thunder,147:06,31,61,0.508,8,23,0.348,12,14,0.857,2,15,17,14,2,3,9,14,82,Starters,552.6,110.5,568.4,113.7,-15.8,-3.2,0.513,2.22,16.8,0.114,0.66,0.396,9.474,9.5,0.537,0.581,1.0,0.99,19.0,95.0,79.17,95.0,0.498,22025,1610612760,OKC,Oklahoma City Thunder,0022500499,2026-01-04,OKC @ PHX,L,240,105,39,82,0.476,10,32,0.313,17,19,0.895,2,27,29,20,2,4,9,20,-3.0
Charlotte Hornets,0022500506,1610612760,Oklahoma City,Thunder,OKC,thunder,128:20,24,59,0.407,6,21,0.286,14,19,0.737,4,12,16,12,4,5,5,10,68,Starters,500.0,100.0,639.2,127.8,-139.2,-27.8,0.529,2.25,13.3,0.323,0.595,0.424,8.247,8.2,0.425,0.462,1.0,0.966,19.4,97.0,80.83,97.0,0.361,22025,1610612760,OKC,Oklahoma City Thunder,0022500506,2026-01-05,OKC vs. CHA,L,240,97,34,93,0.366,11,39,0.282,18,27,0.667,13,20,33,18,14,5,7,14,-27.0
Utah Jazz,0022500525,1610612760,Oklahoma City,Thunder,OKC,thunder,171:51,34,70,0.486,4,24,0.167,27,33,0.818,7,30,37,19,6,7,5,14,99,Starters,546.6,109.3,534.2,106.8,12.4,2.5,0.591,2.36,16.4,0.234,0.6,0.419,9.322,9.3,0.47,0.54,1.0,0.97,21.28,106.42,88.68,118.0,0.536,22025,1610612760,OKC,Oklahoma City Thunder,0022500525,2026-01-07,OKC vs. UTA,W,265,129,44,101,0.436,7,38,0.184,34,42,0.81,12,39,51,26,14,11,11,21,4.0
Memphis Grizzlies,0022500536,1610612760,Oklahoma City,Thunder,OKC,thunder,157:10,32,66,0.485,5,22,0.227,14,18,0.778,5,17,22,21,6,4,5,13,83,Starters,596.9,119.4,591.8,118.4,5.1,1.0,0.558,4.0,18.0,0.208,0.588,0.394,6.122,6.1,0.522,0.566,1.0,0.972,19.6,98.0,81.67,98.0,0.489,22025,1610612760,OKC,Oklahoma City Thunder,0022500536,2026-01-09,OKC @ MEM,W,240,117,43,91,0.473,9,37,0.243,22,28,0.786,10,26,36,24,9,8,6,22,1.0
Miami Heat,0022500553,1610612760,Oklahoma City,Thunder,OKC,thunder,138:02,28,54,0.519,3,15,0.2,11,17,0.647,9,18,27,16,6,4,9,10,70,Starters,584.9,117.0,538.5,107.7,46.4,9.3,0.489,1.77,15.6,0.353,0.846,0.567,12.264,12.3,0.559,0.589,1.0,0.96,21.0,105.0,87.5,106.0,0.532,22025,1610612760,OKC,Oklahoma City Thunder,0022500553,2026-01-11,OKC vs. MIA,W,240,124,47,93,0.505,10,34,0.294,20,28,0.714,14,32,46,23,12,5,13,18,12.0
San Antonio Spurs,0022500568,1610612760,Oklahoma City,Thunder,OKC,thunder,138:34,25,51,0.49,4,14,0.286,19,21,0.905,1,20,21,13,5,9,7,10,73,Starters,626.3,125.3,515.8,103.2,110.5,22.1,0.619,2.36,19.5,0.286,0.722,0.531,11.579,11.6,0.586,0.641,1.0,0.963,19.0,95.0,79.17,95.0,0.651,22025,1610612760,OKC,Oklahoma City Thunder,0022500568,2026-01-13,OKC vs. SAS,W,239,119,42,81,0.519,11,30,0.367,24,27,0.889,5,38,43,26,7,11,11,23,21.0
Houston Rockets,0022500581,1610612760,Oklahoma City,Thunder,OKC,thunder,132:43,22,47,0.468,7,16,0.438,11,13,0.846,3,21,24,16,3,8,8,9,62,Starters,566.3,113.3,455.0,91.0,111.3,22.3,0.61,2.08,18.9,0.188,0.528,0.392,12.245,12.2,0.551,0.581,1.0,0.991,19.8,99.0,82.5,98.0,0.619,22025,1610612760,OKC,Oklahoma City Thunder,0022500581,2026-01-15,OKC @ HOU,W,240,111,41,89,0.461,16,41,0.39,13,15,0.867,7,37,44,25,9,12,11,16,20.0
Miami Heat,0022500597,1610612760,Oklahoma City,Thunder,OKC,thunder,124:02,25,46,0.543,5,11,0.455,17,18,0.944,4,24,28,11,1,6,7,9,72,Starters,594.1,118.8,604.0,120.8,-9.9,-2.0,0.548,1.53,17.7,0.158,0.611,0.455,14.851,14.9,0.63,0.672,1.0,0.972,20.2,101.0,84.17,101.0,0.546,22025,1610612760,OKC,Oklahoma City Thunder,0022500597,2026-01-17,OKC @ MIA,L,241,120,42,77,0.545,13,29,0.448,23,28,0.821,5,41,46,23,3,6,14,19,-2.0
Cleveland Cavaliers,0022500015,1610612760,Oklahoma City,Thunder,OKC,thunder,136:47,35,54,0.648,14,22,0.636,10,14,0.714,3,20,23,13,7,5,4,12,94,Starters,635.5,127.1,486.0,97.2,149.5,29.9,0.64,2.46,21.9,0.163,0.629,0.438,12.15,12.1,0.683,0.688,1.0,0.965,21.4,107.0,89.17,107.0,0.646,22025,1610612760,OKC,Oklahoma City Thunder,0022500015,2026-01-19,OKC @ CLE,W,242,136,50,90,0.556,23,47,0.489,13,20,0.65,6,32,38,32,11,6,11,24,32.0
Milwaukee Bucks,0022500625,1610612760,Oklahoma City,Thunder,OKC,thunder,154:14,35,60,0.583,10,21,0.476,10,14,0.714,4,19,23,20,10,2,6,8,90,Starters,628.9,125.8,525.8,105.2,103.1,20.6,0.49,3.0,18.5,0.205,0.86,0.529,8.247,8.2,0.622,0.631,1.0,0.972,19.4,97.0,80.83,97.0,0.582,22025,1610612760,OKC,Oklahoma City Thunder,0022500625,2026-01-21,OKC @ MIL,W,240,122,49,90,0.544,14,36,0.389,10,15,0.667,7,35,42,24,12,3,8,11,20.0
Indiana Pacers,0022500641,1610612760,Oklahoma City,Thunder,OKC,thunder,163:24,31,65,0.477,6,22,0.273,23,25,0.92,2,25,27,10,3,4,3,14,91,Starters,564.4,112.9,585.0,117.0,-20.6,-4.1,0.45,2.0,14.3,0.156,0.696,0.455,8.911,8.9,0.53,0.599,1.0,0.963,20.1,100.5,83.75,101.0,0.494,22025,1610612760,OKC,Oklahoma City Thunder,0022500641,2026-01-23,OKC vs. IND,L,239,114,40,82,0.488,7,26,0.269,27,30,0.9,4,37,41,18,4,8,9,22,-3.0
Toronto Raptors,0022500653,1610612760,Oklahoma City,Thunder,OKC,thunder,136:49,22,41,0.537,5,17,0.294,13,19,0.684,4,21,25,10,4,3,6,9,62,Starters,520.6,104.1,525.5,105.1,-4.9,-1.0,0.636,1.91,17.1,0.111,0.698,0.429,11.34,11.3,0.513,0.57,1.0,0.99,19.5,97.5,81.25,97.0,0.47,22025,1610612760,OKC,Oklahoma City Thunder,0022500653,2026-01-25,OKC vs. TOR,L,239,101,33,75,0.44,11,43,0.256,24,31,0.774,5,32,37,21,5,5,11,17,-2.0
New Orleans Pelicans,0022500667,1610612760,Oklahoma City,Thunder,OKC,thunder,163:52,25,67,0.373,7,24,0.292,21,23,0.913,11,32,43,16,4,9,13,9,78,Starters,547.4,109.5,489.7,97.9,57.7,11.5,0.714,1.56,18.1,0.333,0.642,0.504,16.842,16.8,0.477,0.535,1.0,1.0,19.2,96.0,80.0,95.0,0.547,22025,1610612760,OKC,Oklahoma City Thunder,0022500667,2026-01-27,OKC vs. NOP,W,239,104,35,87,0.402,13,38,0.342,21,23,0.913,13,40,53,25,4,9,16,15,9.0
Minnesota Timberwolves,0022500686,1610612760,Oklahoma City,Thunder,OKC,thunder,140:29,25,49,0.51,6,13,0.462,9,9,1.0,5,18,23,18,5,3,9,7,65,Starters,566.3,113.3,621.2,124.2,-54.9,-11.0,0.659,1.69,19.4,0.298,0.563,0.432,16.327,16.3,0.541,0.585,1.0,0.973,19.7,98.5,82.08,98.0,0.484,22025,1610612760,OKC,Oklahoma City Thunder,0022500686,2026-01-29,OKC @ MIN,L,239,111,41,86,0.477,11,31,0.355,18,20,0.9,11,25,36,27,11,5,15,15,-12.0
Denver Nuggets,0022500711,1610612760,Oklahoma City,Thunder,OKC,thunder,145:12,27,53,0.509,11,26,0.423,20,24,0.833,7,17,24,16,5,4,9,12,85,Starters,611.1,122.2,560.6,112.1,50.5,10.1,0.575,1.77,17.0,0.283,0.69,0.477,13.131,13.1,0.582,0.624,1.0,0.982,19.8,99.0,82.5,99.0,0.517,22025,1610612760,OKC,Oklahoma City Thunder,0022500711,2026-02-01,OKC @ DEN,W,241,121,40,85,0.471,19,48,0.396,22,27,0.815,12,27,39,23,12,6,13,21,10.0
Orlando Magic,0022500723,1610612760,Oklahoma City,Thunder,OKC,thunder,131:28,27,55,0.491,5,16,0.313,12,16,0.75,8,23,31,26,8,1,5,9,71,Starters,659.8,132.0,469.4,93.9,190.4,38.1,0.688,3.0,22.1,0.396,0.727,0.573,11.34,11.3,0.581,0.613,1.0,0.974,19.5,97.5,81.25,97.0,0.708,22025,1610612760,OKC,Oklahoma City Thunder,0022500723,2026-02-03,OKC vs. ORL,W,240,128,48,93,0.516,12,35,0.343,20,26,0.769,14,38,52,33,12,1,10,15,36.0
San Antonio Spurs,0022500730,1610612760,Oklahoma City,Thunder,OKC,thunder,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Starters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22025,1610612760,OKC,Oklahoma City Thunder,0022500730,2026-02-04,OKC @ SAS,L,240,106,37,93,0.398,19,47,0.404,13,14,0.929,9,37,46,26,10,9,14,16,-10.4
