OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Toronto Raptors,0022500571,1610612754,Indiana,Pacers,IND,pacers,139:20,21,57,0.368,6,29,0.207,15,22,0.682,10,21,31,14,1,7,9,12,63,Starters,520.6,104.1,592.8,118.6,-72.2,-14.4,0.788,2.36,18.6,0.293,0.667,0.468,11.34,11.3,0.453,0.507,1.0,0.965,19.4,97.0,80.83,97.0,0.438,22025,1610612754,IND,Indiana Pacers,0022500571,2026-01-14,IND vs. TOR,L,241,101,33,86,0.384,12,42,0.286,23,31,0.742,14,32,46,26,6,7,10,21,-14.0
New Orleans Pelicans,0022500588,1610612754,Indiana,Pacers,IND,pacers,158:03,39,73,0.534,12,32,0.375,4,6,0.667,5,21,26,19,4,4,5,13,94,Starters,661.5,132.3,613.4,122.7,48.1,9.6,0.712,5.29,24.7,0.327,0.767,0.526,7.292,7.3,0.589,0.597,1.0,0.991,19.3,96.5,80.42,96.0,0.529,22025,1610612754,IND,Indiana Pacers,0022500588,2026-01-16,IND vs. NOP,W,240,127,52,101,0.515,15,43,0.349,8,12,0.667,13,30,43,37,5,7,7,22,8.0
Detroit Pistons,0022500595,1610612754,Indiana,Pacers,IND,pacers,98:19,12,34,0.353,5,15,0.333,8,15,0.533,1,11,12,5,6,2,14,8,37,Starters,351.4,70.3,550.0,110.0,-198.6,-39.7,0.643,0.72,13.2,0.155,0.8,0.454,22.523,22.5,0.405,0.429,1.0,0.975,22.1,110.5,92.08,111.0,0.258,22025,1610612754,IND,Indiana Pacers,0022500595,2026-01-17,IND @ DET,L,240,78,28,79,0.354,8,35,0.229,14,27,0.519,6,36,42,18,13,2,24,18,-43.0
Philadelphia 76ers,0022500609,1610612754,Indiana,Pacers,IND,pacers,139:39,24,53,0.453,10,26,0.385,11,14,0.786,7,21,28,15,2,5,18,12,69,Starters,520.0,104.0,570.7,114.1,-50.7,-10.1,0.6,1.0,17.0,0.378,0.698,0.551,24.0,24.0,0.554,0.577,1.0,0.957,19.9,99.5,82.92,100.0,0.438,22025,1610612754,IND,Indiana Pacers,0022500609,2026-01-19,IND @ PHI,L,240,104,40,84,0.476,13,34,0.382,11,14,0.786,12,34,46,24,4,9,22,22,-9.0
Boston Celtics,0022500621,1610612754,Indiana,Pacers,IND,pacers,132:58,23,52,0.442,6,23,0.261,7,11,0.636,7,21,28,20,2,1,8,12,59,Starters,514.9,103.0,589.1,117.8,-74.3,-14.9,0.838,2.21,20.7,0.311,0.66,0.463,13.861,13.9,0.457,0.499,1.0,0.975,20.2,101.0,84.17,101.0,0.409,22025,1610612754,IND,Indiana Pacers,0022500621,2026-01-21,IND @ BOS,L,239,104,37,94,0.394,12,45,0.267,18,23,0.783,13,29,42,31,6,2,13,20,-15.0
Oklahoma City Thunder,0022500641,1610612754,Indiana,Pacers,IND,pacers,173:24,36,74,0.486,12,27,0.444,11,18,0.611,8,24,32,28,3,1,8,18,95,Starters,585.0,117.0,564.4,112.9,20.6,4.1,0.756,3.09,22.5,0.304,0.844,0.545,11.0,11.0,0.552,0.558,1.0,0.983,20.1,100.5,83.75,100.0,0.506,22025,1610612754,IND,Indiana Pacers,0022500641,2026-01-23,IND @ OKC,W,239,117,45,96,0.469,16,38,0.421,11,20,0.55,14,37,51,34,5,1,10,24,3.0
Atlanta Hawks,0022500659,1610612754,Indiana,Pacers,IND,pacers,142:46,23,55,0.418,7,23,0.304,15,18,0.833,5,23,28,25,8,5,10,5,68,Starters,532.1,106.4,594.6,118.9,-62.5,-12.5,0.721,1.82,20.4,0.231,0.725,0.476,15.596,15.6,0.516,0.558,1.0,0.992,22.0,110.0,91.67,109.0,0.453,22025,1610612754,IND,Indiana Pacers,0022500659,2026-01-26,IND @ ATL,L,237,116,43,93,0.462,10,35,0.286,20,25,0.8,7,35,42,31,11,7,16,12,-16.0
Chicago Bulls,0022500672,1610612754,Indiana,Pacers,IND,pacers,147:11,23,51,0.451,8,21,0.381,16,17,0.941,2,18,20,20,3,2,3,8,70,Starters,576.5,115.3,567.0,113.4,9.5,1.9,0.789,5.0,22.1,0.18,0.8,0.49,6.122,6.1,0.535,0.589,1.0,0.972,19.5,97.5,81.25,98.0,0.538,22025,1610612754,IND,Indiana Pacers,0022500672,2026-01-28,IND vs. CHI,W,241,113,38,85,0.447,15,36,0.417,22,25,0.88,6,37,43,30,7,3,6,18,3.0
Atlanta Hawks,0022500698,1610612754,Indiana,Pacers,IND,pacers,137:41,33,59,0.559,10,19,0.526,9,12,0.75,4,21,25,17,3,1,13,14,85,Starters,597.2,119.4,568.8,113.8,28.4,5.7,0.604,1.26,19.3,0.31,0.745,0.557,21.296,21.3,0.624,0.657,1.0,0.992,21.7,108.5,90.42,108.0,0.531,22025,1610612754,IND,Indiana Pacers,0022500698,2026-01-31,IND vs. ATL,W,241,129,48,89,0.539,15,32,0.469,18,21,0.857,11,40,51,29,6,4,23,21,5.0
Houston Rockets,0022500713,1610612754,Indiana,Pacers,IND,pacers,123:37,23,47,0.489,8,18,0.444,5,8,0.625,4,14,18,17,2,4,7,13,59,Starters,575.8,115.2,602.0,120.4,-26.3,-5.3,0.767,3.3,23.4,0.188,0.551,0.371,10.101,10.1,0.563,0.592,1.0,0.963,19.7,98.5,82.08,99.0,0.486,22025,1610612754,IND,Indiana Pacers,0022500713,2026-02-02,IND vs. HOU,L,240,114,43,87,0.494,12,26,0.462,16,21,0.762,7,26,33,33,10,6,10,27,-4.0
Utah Jazz,0022500717,1610612754,Indiana,Pacers,IND,pacers,150:09,26,53,0.491,8,26,0.308,10,14,0.714,5,21,26,22,1,0,14,11,70,Starters,581.0,116.2,629.8,126.0,-48.9,-9.8,0.733,2.2,22.4,0.214,0.81,0.512,14.286,14.3,0.619,0.636,1.0,0.974,20.9,104.5,87.08,105.0,0.442,22025,1610612754,IND,Indiana Pacers,0022500717,2026-02-03,IND vs. UTA,L,240,122,45,84,0.536,14,39,0.359,18,27,0.667,7,31,38,33,6,2,15,18,-9.0
