OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Boston Celtics,22500209,1610612755,Philadelphia,76ers,PHI,sixers,153:50,21,60,0.35,6,22,0.273,12,13,0.923,6,24,30,13,1,3,3,13,60,Starters,542.6,108.5,531.9,106.4,10.6,2.1,0.667,2.67,18.8,0.196,0.672,0.45,9.574,9.6,0.512,0.552,1.0,0.971,18.8,94.0,78.33,94.0,0.501,22025,1610612755,PHI,Philadelphia 76ers,0022500209,2025-11-11,PHI vs. BOS,W,241,102,36,84,0.429,14,36,0.389,16,19,0.842,8,36,44,24,2,6,9,22,2.0
Detroit Pistons,22500041,1610612755,Philadelphia,76ers,PHI,sixers,142:03,27,62,0.435,8,24,0.333,7,9,0.778,6,21,27,10,8,0,10,13,69,Starters,525.0,105.0,575.8,115.2,-50.8,-10.2,0.487,1.27,14.1,0.314,0.717,0.519,15.0,15.0,0.511,0.543,1.0,0.966,19.9,99.5,82.92,100.0,0.434,22025,1610612755,PHI,Philadelphia 76ers,0022500041,2025-11-14,PHI @ DET,L,239,105,39,90,0.433,14,39,0.359,13,15,0.867,13,33,46,19,9,4,15,20,-9.0
Los Angeles Clippers,22500243,1610612755,Philadelphia,76ers,PHI,sixers,158:30,29,61,0.475,8,23,0.348,17,25,0.68,6,29,35,15,5,2,8,11,83,Starters,578.9,115.8,568.4,113.7,10.5,2.1,0.667,2.89,19.1,0.288,0.769,0.529,9.474,9.5,0.53,0.566,1.0,0.964,19.0,95.0,79.17,95.0,0.545,22025,1610612755,PHI,Philadelphia 76ers,0022500243,2025-11-17,PHI vs. LAC,W,240,110,39,84,0.464,11,33,0.333,21,30,0.7,9,37,46,26,7,4,9,20,2.0
Toronto Raptors,22500258,1610612755,Philadelphia,76ers,PHI,sixers,149:28,25,54,0.463,7,20,0.35,11,13,0.846,11,14,25,18,9,5,15,11,68,Starters,571.4,114.3,617.3,123.5,-45.9,-9.2,0.585,1.14,17.0,0.417,0.659,0.528,21.429,21.4,0.552,0.59,1.0,0.991,19.6,98.0,81.67,98.0,0.445,22025,1610612755,PHI,Philadelphia 76ers,0022500258,2025-11-19,PHI vs. TOR,L,240,112,41,87,0.471,14,35,0.4,16,18,0.889,16,25,41,24,11,6,21,20,-9.0
Milwaukee Bucks,22500266,1610612755,Philadelphia,76ers,PHI,sixers,159:15,34,70,0.486,13,34,0.382,16,20,0.8,8,24,32,19,8,4,11,12,97,Starters,569.4,113.9,522.9,104.6,46.5,9.3,0.714,2.14,19.6,0.263,0.84,0.533,12.963,13.0,0.526,0.567,1.0,0.992,19.65,98.26,81.89,108.0,0.528,22025,1610612755,PHI,Philadelphia 76ers,0022500266,2025-11-20,PHI @ MIL,W,265,123,42,97,0.433,18,53,0.34,21,26,0.808,11,41,52,30,9,6,14,15,9.0
Miami Heat,22500275,1610612755,Philadelphia,76ers,PHI,sixers,161:54,28,67,0.418,9,31,0.29,8,10,0.8,12,21,33,18,5,6,12,12,73,Starters,551.9,110.4,599.1,119.8,-47.2,-9.4,0.636,1.87,18.4,0.31,0.648,0.473,14.151,14.2,0.52,0.55,1.0,0.968,21.2,106.0,88.33,106.0,0.447,22025,1610612755,PHI,Philadelphia 76ers,0022500275,2025-11-23,PHI vs. MIA,L,239,117,44,98,0.449,14,41,0.341,15,19,0.789,15,32,47,28,7,9,14,21,-10.0
Orlando Magic,22500058,1610612755,Philadelphia,76ers,PHI,sixers,134:05,18,45,0.4,4,15,0.267,15,16,0.938,2,21,23,11,3,3,12,12,55,Starters,481.3,96.3,685.7,137.1,-204.4,-40.9,0.595,1.05,15.6,0.25,0.608,0.434,19.626,19.6,0.506,0.562,1.0,0.95,21.2,106.0,88.33,107.0,0.349,22025,1610612755,PHI,Philadelphia 76ers,0022500058,2025-11-25,PHI vs. ORL,L,239,103,37,82,0.451,9,25,0.36,20,22,0.909,8,30,38,22,7,4,21,20,-41.0
Brooklyn Nets,22500070,1610612755,Philadelphia,76ers,PHI,sixers,141:35,27,55,0.491,5,21,0.238,13,14,0.929,5,24,29,23,5,3,8,6,72,Starters,580.8,116.2,525.5,105.1,55.3,11.1,0.651,2.33,20.0,0.283,0.66,0.485,12.121,12.1,0.551,0.594,1.0,0.964,19.7,98.5,82.08,99.0,0.603,22025,1610612755,PHI,Philadelphia 76ers,0022500070,2025-11-28,PHI @ BKN,W,240,115,43,88,0.489,11,37,0.297,18,20,0.9,9,32,41,28,12,7,11,20,12.0
Atlanta Hawks,22500304,1610612755,Philadelphia,76ers,PHI,sixers,176:45,34,77,0.442,5,31,0.161,22,28,0.786,5,21,26,20,11,4,11,13,95,Starters,523.4,104.7,554.7,110.9,-31.3,-6.3,0.565,1.44,15.5,0.234,0.623,0.424,14.063,14.1,0.486,0.55,1.0,0.979,21.19,105.93,88.28,128.0,0.458,22025,1610612755,PHI,Philadelphia 76ers,0022500304,2025-11-30,PHI vs. ATL,L,290,134,46,105,0.438,10,44,0.227,32,38,0.842,11,35,46,26,14,6,18,28,-8.0
Washington Wizards,22500318,1610612755,Philadelphia,76ers,PHI,sixers,107:24,30,60,0.5,9,19,0.474,10,11,0.909,7,19,26,15,10,4,4,13,79,Starters,593.1,118.6,490.4,98.1,102.8,20.6,0.565,2.36,17.8,0.31,0.69,0.5,10.784,10.8,0.534,0.553,1.0,0.992,20.6,103.0,85.83,102.0,0.562,22025,1610612755,PHI,Philadelphia 76ers,0022500318,2025-12-02,PHI vs. WAS,W,241,121,46,102,0.451,17,40,0.425,12,17,0.706,13,38,51,26,12,6,10,21,19.0
