OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Indiana Pacers,0022500571,1610612761,Toronto,Raptors,TOR,raptors,161:08,30,62,0.484,6,15,0.4,12,17,0.706,5,25,30,27,4,2,8,14,78,Starters,592.8,118.6,520.6,104.1,72.2,14.4,0.682,2.5,20.8,0.333,0.707,0.532,12.371,12.4,0.551,0.572,1.0,0.974,19.4,97.0,80.83,97.0,0.562,22025,1610612761,TOR,Toronto Raptors,0022500571,2026-01-14,TOR @ IND,W,240,115,44,89,0.494,10,28,0.357,17,26,0.654,11,38,49,30,4,5,11,23,14.0
Los Angeles Clippers,0022500590,1610612761,Toronto,Raptors,TOR,raptors,191:45,28,63,0.444,7,22,0.318,21,25,0.84,6,18,24,25,3,5,15,16,84,Starters,568.0,113.6,576.2,115.2,-8.2,-1.6,0.714,1.67,20.4,0.286,0.78,0.511,17.476,17.5,0.546,0.594,1.0,0.991,18.84,94.19,78.49,103.0,0.453,22025,1610612761,TOR,Toronto Raptors,0022500590,2026-01-16,TOR vs. LAC,L,265,117,42,87,0.483,11,33,0.333,22,26,0.846,12,24,36,30,4,5,18,21,-4.0
Los Angeles Lakers,0022500607,1610612761,Toronto,Raptors,TOR,raptors,147:06,26,61,0.426,3,16,0.188,6,8,0.75,8,20,28,23,5,4,6,7,61,Starters,479.4,95.9,572.9,114.6,-93.5,-18.7,0.789,3.0,21.3,0.246,0.756,0.471,10.309,10.3,0.456,0.476,1.0,0.955,19.3,96.5,80.42,97.0,0.442,22025,1610612761,TOR,Toronto Raptors,0022500607,2026-01-18,TOR @ LAL,L,239,93,38,91,0.418,7,32,0.219,10,15,0.667,10,33,43,30,7,5,9,15,-17.0
Golden State Warriors,0022500618,1610612761,Toronto,Raptors,TOR,raptors,162:09,38,60,0.633,15,22,0.682,17,17,1.0,5,12,17,34,5,1,11,13,108,Starters,697.1,139.4,604.8,121.0,92.4,18.5,0.824,2.47,26.8,0.314,0.625,0.494,16.346,16.3,0.715,0.758,1.0,0.965,20.9,104.5,87.08,104.0,0.607,22025,1610612761,TOR,Toronto Raptors,0022500618,2026-01-20,TOR @ GSW,W,241,145,51,86,0.593,21,34,0.618,22,22,1.0,9,28,37,42,7,3,15,22,18.0
Sacramento Kings,0022500626,1610612761,Toronto,Raptors,TOR,raptors,167:46,34,70,0.486,11,25,0.44,22,23,0.957,8,23,31,29,8,1,7,10,101,Starters,610.0,122.0,539.6,107.9,70.4,14.1,0.698,2.73,20.4,0.327,0.68,0.5,11.0,11.0,0.527,0.581,1.0,0.983,20.1,100.5,83.75,100.0,0.55,22025,1610612761,TOR,Toronto Raptors,0022500626,2026-01-21,TOR @ SAC,W,241,122,43,94,0.457,13,33,0.394,23,25,0.92,15,32,47,30,11,3,10,19,13.0
Portland Trail Blazers,0022500642,1610612761,Toronto,Raptors,TOR,raptors,161:08,35,69,0.507,6,22,0.273,11,17,0.647,7,29,36,21,5,8,11,10,87,Starters,561.2,112.2,505.2,101.0,56.1,11.2,0.622,1.75,20.4,0.267,0.633,0.476,16.327,16.3,0.582,0.595,1.0,0.991,19.5,97.5,81.25,98.0,0.587,22025,1610612761,TOR,Toronto Raptors,0022500642,2026-01-23,TOR @ POR,W,239,110,45,85,0.529,9,29,0.31,11,17,0.647,10,36,46,28,7,9,16,17,12.0
Oklahoma City Thunder,0022500653,1610612761,Toronto,Raptors,TOR,raptors,152:37,24,60,0.4,8,20,0.4,14,20,0.7,9,29,38,19,6,6,7,13,70,Starters,525.5,105.1,520.6,104.1,4.9,1.0,0.757,2.55,19.7,0.302,0.889,0.571,11.224,11.2,0.5,0.529,1.0,0.965,19.5,97.5,81.25,98.0,0.53,22025,1610612761,TOR,Toronto Raptors,0022500653,2026-01-25,TOR @ OKC,W,240,103,37,86,0.43,12,34,0.353,17,26,0.654,12,39,51,28,10,6,11,22,2.0
New York Knicks,0022500675,1610612761,Toronto,Raptors,TOR,raptors,147:24,23,53,0.434,4,12,0.333,19,23,0.826,10,23,33,17,4,5,12,12,69,Starters,460.0,92.0,589.1,117.8,-129.1,-25.8,0.667,1.0,14.8,0.294,0.674,0.474,20.0,20.0,0.424,0.501,1.0,0.983,20.1,100.5,83.75,100.0,0.368,22025,1610612761,TOR,Toronto Raptors,0022500675,2026-01-28,TOR vs. NYK,L,240,92,30,79,0.38,7,26,0.269,25,29,0.862,12,31,43,20,9,8,20,19,-27.0
Orlando Magic,0022500687,1610612761,Toronto,Raptors,TOR,raptors,168:19,36,69,0.522,6,22,0.273,17,24,0.708,5,22,27,23,6,6,10,15,95,Starters,588.2,117.6,637.3,127.5,-49.0,-9.8,0.75,2.36,22.9,0.209,0.875,0.53,13.725,13.7,0.565,0.612,1.0,0.991,20.4,102.0,85.0,102.0,0.48,22025,1610612761,TOR,Toronto Raptors,0022500687,2026-01-30,TOR @ ORL,L,239,120,44,84,0.524,7,28,0.25,25,32,0.781,7,31,38,33,8,6,13,24,-10.0
Utah Jazz,0022500706,1610612761,Toronto,Raptors,TOR,raptors,155:17,26,62,0.419,7,21,0.333,16,21,0.762,10,20,30,16,8,8,11,13,75,Starters,514.4,102.9,485.4,97.1,29.0,5.8,0.629,1.16,15.6,0.283,0.557,0.43,18.269,18.3,0.488,0.55,1.0,0.95,20.7,103.5,86.25,104.0,0.54,22025,1610612761,TOR,Toronto Raptors,0022500706,2026-02-01,TOR vs. UTA,W,239,107,35,84,0.417,12,35,0.343,25,30,0.833,13,29,42,22,11,8,16,23,7.0
Minnesota Timberwolves,0022500727,1610612761,Toronto,Raptors,TOR,raptors,158:56,36,66,0.545,12,20,0.6,12,18,0.667,4,27,31,24,5,5,9,13,96,Starters,660.7,132.1,623.5,124.7,37.2,7.4,0.683,3.5,23.1,0.25,0.682,0.488,9.524,9.5,0.649,0.67,1.0,0.978,19.85,99.25,82.71,84.0,0.56,22025,1610612761,TOR,Toronto Raptors,0022500727,2026-02-04,TOR vs. MIN,L,240,126,47,89,0.528,15,31,0.484,17,24,0.708,9,32,41,31,6,7,13,21,-2.0
