OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Brooklyn Nets,22500350,1610612740,New Orleans,Pelicans,NOP,pelicans,151:32,27,60,0.45,5,16,0.313,18,21,0.857,6,17,23,19,4,2,9,8,77,Starters,515.3,103.1,613.4,122.7,-98.1,-19.6,0.811,1.76,21.1,0.298,0.622,0.457,17.347,17.3,0.506,0.551,1.0,0.955,19.5,97.5,81.25,98.0,0.429,22025,1610612740,NOP,New Orleans Pelicans,0022500350,2025-12-06,NOP @ BKN,L,240,101,37,82,0.451,9,25,0.36,18,22,0.818,11,25,36,30,9,3,15,15,-18.0
San Antonio Spurs,22500366,1610612740,New Orleans,Pelicans,NOP,pelicans,153:31,39,65,0.6,4,15,0.267,22,25,0.88,4,24,28,24,7,5,7,13,104,Starters,622.6,124.5,642.9,128.6,-20.2,-4.0,0.686,3.89,23.6,0.179,0.627,0.433,8.491,8.5,0.619,0.664,1.0,0.956,21.1,105.5,87.92,106.0,0.537,22025,1610612740,NOP,New Orleans Pelicans,0022500366,2025-12-08,NOP vs. SAS,L,241,132,51,88,0.58,7,26,0.269,23,26,0.885,4,29,33,35,8,6,9,23,-3.0
Portland Trail Blazers,22501207,1610612740,New Orleans,Pelicans,NOP,pelicans,134:44,34,62,0.548,2,9,0.222,9,10,0.9,11,20,31,20,6,1,5,11,79,Starters,656.0,131.2,560.7,112.1,95.2,19.0,0.621,3.6,21.7,0.4,0.707,0.558,9.174,9.2,0.571,0.598,1.0,0.969,21.6,108.0,90.0,109.0,0.63,22025,1610612740,NOP,New Orleans Pelicans,0022501207,2025-12-11,NOP vs. POR,W,239,143,58,112,0.518,12,32,0.375,15,17,0.882,19,38,57,36,10,8,8,16,23.0
Chicago Bulls,22501223,1610612740,New Orleans,Pelicans,NOP,pelicans,131:02,24,51,0.471,5,18,0.278,11,13,0.846,6,22,28,12,4,1,10,12,64,Starters,564.4,112.9,514.9,103.0,49.5,9.9,0.488,1.4,14.8,0.392,0.741,0.571,14.851,14.9,0.505,0.548,1.0,0.975,20.2,101.0,84.17,101.0,0.548,22025,1610612740,NOP,New Orleans Pelicans,0022501223,2025-12-14,NOP @ CHI,W,241,114,43,93,0.462,8,33,0.242,20,25,0.8,14,39,53,21,7,5,14,17,10.0
Houston Rockets,22500375,1610612740,New Orleans,Pelicans,NOP,pelicans,166:34,38,69,0.551,7,16,0.438,16,18,0.889,8,22,30,13,11,5,6,12,99,Starters,615.7,123.1,592.6,118.5,23.1,4.6,0.551,2.25,17.9,0.34,0.483,0.416,11.111,11.1,0.562,0.608,1.0,0.976,19.56,97.81,81.51,108.0,0.54,22025,1610612740,NOP,New Orleans Pelicans,0022500375,2025-12-18,NOP vs. HOU,W,263,133,49,97,0.505,11,27,0.407,24,28,0.857,13,28,41,27,15,7,12,24,5.0
Indiana Pacers,22500389,1610612740,New Orleans,Pelicans,NOP,pelicans,122:38,23,42,0.548,5,13,0.385,11,12,0.917,0,27,27,15,3,0,9,10,62,Starters,587.2,117.4,500.0,100.0,87.2,17.4,0.556,1.39,17.5,0.214,0.783,0.549,16.514,16.5,0.582,0.64,1.0,0.966,21.8,109.0,90.83,109.0,0.597,22025,1610612740,NOP,New Orleans Pelicans,0022500389,2025-12-20,NOP vs. IND,W,241,128,45,85,0.529,9,27,0.333,29,34,0.853,6,43,49,25,6,2,16,25,19.0
Dallas Mavericks,22500404,1610612740,New Orleans,Pelicans,NOP,pelicans,153:09,26,62,0.419,3,18,0.167,15,17,0.882,7,22,29,19,8,1,7,8,70,Starters,550.9,110.2,523.1,104.6,27.8,5.6,0.636,2.15,18.4,0.298,0.607,0.458,12.037,12.0,0.495,0.546,1.0,0.976,21.6,108.0,90.0,108.0,0.541,22025,1610612740,NOP,New Orleans Pelicans,0022500404,2025-12-22,NOP vs. DAL,W,240,119,44,97,0.454,8,34,0.235,23,27,0.852,14,37,51,28,9,2,12,16,6.0
Cleveland Cavaliers,22500412,1610612740,New Orleans,Pelicans,NOP,pelicans,135:34,24,57,0.421,7,19,0.368,10,13,0.769,4,20,24,20,6,0,7,7,65,Starters,556.6,111.3,658.9,131.8,-102.3,-20.5,0.605,1.63,17.7,0.288,0.627,0.456,15.094,15.1,0.516,0.562,1.0,0.992,21.3,106.5,88.75,106.0,0.412,22025,1610612740,NOP,New Orleans Pelicans,0022500412,2025-12-23,NOP @ CLE,L,240,118,43,94,0.457,11,26,0.423,21,25,0.84,13,30,43,26,10,2,16,16,-23.0
Phoenix Suns,22500429,1610612740,New Orleans,Pelicans,NOP,pelicans,126:09,19,47,0.404,1,9,0.111,9,18,0.5,6,11,17,8,7,0,8,9,48,Starters,524.3,104.9,558.3,111.7,-34.0,-6.8,0.564,1.83,15.3,0.333,0.592,0.453,11.65,11.7,0.472,0.507,1.0,0.975,20.6,103.0,85.83,103.0,0.427,22025,1610612740,NOP,New Orleans Pelicans,0022500429,2025-12-26,NOP vs. PHX,L,240,108,39,88,0.443,5,25,0.2,25,42,0.595,12,26,38,22,10,2,12,22,-7.0
Phoenix Suns,22500434,1610612740,New Orleans,Pelicans,NOP,pelicans,153:45,25,61,0.41,8,20,0.4,22,24,0.917,9,21,30,9,4,2,9,13,80,Starters,575.8,115.2,621.2,124.2,-45.5,-9.1,0.421,1.23,12.2,0.308,0.527,0.421,13.131,13.1,0.489,0.561,1.0,0.983,19.8,99.0,82.5,99.0,0.474,22025,1610612740,NOP,New Orleans Pelicans,0022500434,2025-12-27,NOP vs. PHX,L,241,114,38,87,0.437,9,27,0.333,29,33,0.879,14,29,43,16,11,7,13,22,-9.0
New York Knicks,22500454,1610612740,New Orleans,Pelicans,NOP,pelicans,154:23,33,71,0.465,9,24,0.375,15,19,0.789,7,23,30,19,6,4,9,8,90,Starters,618.8,123.8,643.6,128.7,-24.8,-5.0,0.614,2.25,18.1,0.389,0.714,0.544,11.881,11.9,0.531,0.579,1.0,0.975,20.2,101.0,84.17,101.0,0.475,22025,1610612740,NOP,New Orleans Pelicans,0022500454,2025-12-29,NOP vs. NYK,L,241,125,44,96,0.458,14,36,0.389,23,27,0.852,16,34,50,27,6,8,11,15,-5.0
Chicago Bulls,22500466,1610612740,New Orleans,Pelicans,NOP,pelicans,144:36,30,65,0.462,6,21,0.286,10,13,0.769,6,18,24,19,2,6,9,14,76,Starters,556.6,111.3,638.1,127.6,-81.5,-16.3,0.595,2.5,17.2,0.267,0.75,0.481,9.434,9.4,0.49,0.537,1.0,0.992,21.1,105.5,87.92,106.0,0.409,22025,1610612740,NOP,New Orleans Pelicans,0022500466,2025-12-31,NOP @ CHI,L,240,118,42,98,0.429,12,38,0.316,22,27,0.815,12,34,46,25,4,9,10,24,-16.0
